Title,Summary,Genre,Feature
도시괴담,"도시에 사는가? 그렇다면 도시괴담 하나 정도는 들어봤을 터. 평범한 일상에서 뭔가를 봤다는 이야기. 하지만 누구도 직접 본 적은 없다. 목격했다면 이미 이 세상 사람이 아닐지니. 볼 수 없는 것을 눈으로 확인할 기회, 지금뿐이다.",한국 드라마 한국 영화 TV 프로그램 호러 호러 영화 영화 호러 초자연,등골 서늘 무서운 이야기 다크 긴장감 넘치는
히트맨,"암살병기로 키워진 국정원 요원. 제2의 인생을 살겠다더니 방구석에서 웹툰을 그리는 중이다. 몇 년째 악플과 생활고를 면치 못하던 어느 날, 술김에 암살요원 시절을 그리고 단숨에 1등을 찍는데! 1급 기밀을 공개한 뒷감당은 어쩌려고?",한국 영화 액션   어드벤처 코미디 액션 코미디 음악   뮤지컬 힙합,색다른 이야기 흥미진진
정직한 후보,"뻥치시네. 입만 열면 거짓말인 구라의 달인 주상숙. 유권자를 현혹하는 그녀의 세 치 혀는 오늘도 풀가동이다. 근데 이를 어째? 갑자기 거짓말을 못 하게 된 입. 그녀 인생 최대의 위기가 찾아오고, 세상이 '참말로' 발칵 뒤집힌다.",한국 영화 코미디 정치 코미디 영화,황당한 이야기 푼수 캐릭터
타짜: 원 아이드 잭,"도박장에서 출근 도장 찍으며 푼돈을 벌던 공시생 일출. 패기 좋게 벌인 판에서 거액의 빚을 졌다가, 정체불명의 타짜를 만나며 인생을 바꿀 찬스를 얻는다. 고수들과 한 팀으로 시작한 베팅. 카드 7장에 모든 걸 건다!",한국 영화 스릴러 영화 스릴러 범죄,위트
시동,"공부도 싫고 엄마 잔소리도 지긋지긋하다. 결국 가출 끝에 중국집 배달원이 된 고등학교 자퇴생. 심상치 않은 과거를 가진 단발머리 주방장을 만나면서 진짜 세상을 맛본다. 오토바이에 시동을 건 지금, 인생의 시동을 걸 때가 왔다.",청춘 영화 한국 영화 코미디,위트
봉오동 전투,괭이 대신 총을 들었다. 살기보다 죽기를 택했다. 일본군에게 유린당한 조국의 치욕을 끝내기 위해 무명의 전사들이 봉기한다. 독립군 최초의 승리로 기록된 모두의 전투. 그날의 뜨거운 함성이 울려 퍼진다. 실화를 바탕으로 한 작품.,시대물 한국 영화 액션   어드벤처 밀리터리 액션   어드벤처,폭력
82년생 김지영,"한국의 평범한 30대 직장 여성 김지영. 출산과 함께 퇴사한 뒤 전업주부로 살아가던 보통의 하루, 이상한 모습을 보이기 시작한다. 친정엄마, 대학 선배 등 다른 여성으로 빙의해 말을 하는 것. 말투와 표정까지, 아주 똑같이.",영화 도서 원작 한국 영화 드라마 장르 영화 사회 이슈 드라마,풍부한 감정
남산의 부장들,"1979년 대한민국. 돌이킬 수 없을 만큼 부패한 독재 정권. 그리고 2인자로서 그 모습을 묵묵히 지켜보는 자. 누구보다도 박 대통령을 존경하고 믿었던 사람, 중앙정보부장 김규평이 방아쇠를 당긴 이유는 무엇인가.",영화 도서 원작 한국 영화 스릴러 영화,풍부한 감정
강철비,"쿠데타가 일어난 북한. 은퇴한 특수요원이 북한 1호와 함께 남한으로 탈출한다. 선전포고와 계엄령, 다가오는 전쟁의 위기. 남과 북은 중요하지 않다. 파멸을 막아야 한다!",한국 영화 액션   어드벤처 밀리터리 액션   어드벤처,흥미진진
퍼펙트 맨,"돈이 필요 없는 자와 돈이 필요한 자. 시한부 선고를 받은 로펌 대표와 7억 빚에 목숨이 간당간당한 조폭이 동행을 시작했다. 기막힌 인연의 생판 다른 두 남자. 어마어마한 간극을 제쳐 두고, 인생 반전을 향해 함께 풀악셀을 밟는다!",한국 영화 코미디 다크 코미디,색다른 이야기 가슴 뭉클 풍부한 감정
사자,"어릴 때 아버지를 여읜 후 세상에서 등을 돌린 MMA 챔피언. 손바닥에 원인불명의 깊은 상처가 생기자 구마 사제를 찾아간다. 그리고 깨달은 건, 이 상처에 특별한 힘이 있다는 사실. 신의 사자로서 악에 맞서 싸울 때가 온 것인가.",한국 영화 액션   어드벤처 호러 영화,다크 풍부한 감정
가장 보통의 연애,술에 취해 모르는 사람이랑 2시간이나 통화하며 파혼의 아픔을 쏟아낸 남자. 근데 통화 상대가 직장 동료였을 줄이야. 게다가 이 동료의 이별 현장도 목격한다. 덕분에 각자의 연애사를 알게 된 두 남녀. 어쩐지 서로에게 맘이 가는걸?,한국 영화 로맨스 영화 코미디 로맨틱 코미디,색다른 이야기 가슴 뭉클 로맨스
신세계,"국내 최대 범죄 조직 ‘골드문’의 후계자 선출에 개입하라! 작전 설계자 강 과장은 8년 전 조직에 심어 놓은 이자성을 조종하고, 조직 내에선 후계자 전쟁으로 칼바람이 휘몰아친다. 각자가 꿈꿨던 그들의 서로 다른 신세계는 열릴 것인가.",한국 영화 스릴러 영화 스릴러 범죄,긴장감 넘치는
천문: 하늘에 묻는다,세종이 탄 가마가 허물어진 사건. 제작 책임자 장영실이 곤장을 맞고 파직된 것으로 역사는 기록한다. 그 유명한 사건에 숨겨진 이야기. 대왕 세종과 관노 장영실이 신분을 초월해 함께 꾸었던 큰 꿈이 지금 펼쳐진다.,영화 실화 바탕 시대물 한국 영화 드라마 장르 영화 사회 이슈 드라마,감동 풍부한 감정
범죄도시,극악무도한 범죄를 저지르며 시민들을 공포에 빠뜨린 신흥 범죄 조직. 이들이 나쁜 놈들 한방에 때려잡는 괴물 형사의 레이더망에 딱 걸렸다. 무자비한 악당들과 정의감 넘치는 강력반 형사들의 대결. 불꽃 튀는 현실 액션의 향연이 펼쳐진다.,한국 영화 액션   어드벤처 액션   어드벤처 범죄,감동 풍부한 감정
미스터 주: 사라진 VIP,"중대한 VIP 경호 임무에 실패하고 부상까지 당한 정보국 요원. 눈을 뜨니 온 세상 동물이 말을 한다. 이게 말이 돼? 이왕 이렇게 된 거, VIP 수색에 동물 녀석들의 도움이나 받자. 자 그럼, 인간과 동물의 합동 수사 시작이다!",한국 영화 코미디,기분 좋아지는 시간 푼수 캐릭터
청년경찰,"경찰대에서 동고동락하는 혈기왕성 청년 둘. 우연히 납치 사건을 목격하고 바로 신고한다. 배운 대로 잘했건만 수사는 진전 0%. 안 되겠다 싶어 둘이 직접 해결에 나서는데, 예비 경찰이 현직 경찰 노릇 하려니 이거 참 쉽지 않다!",한국 영화 액션   어드벤처 코미디 액션 액션   어드벤처 범죄 코미디,위트 흥미진진
돈,"부자의 꿈을 안고 입사했건만, 대형 사고를 친 신입 주식 브로커. 그때 작전 세력의 거물이 일확천금의 기회를 제안한다. 덕분에 순식간에 거액을 벌지만, 끈질긴 수석 검사의 눈에 걸려들었으니. 멈출 수 있을까, 돈이란 유혹 앞에서.",영화 도서 원작 한국 영화 스릴러 영화 스릴러 범죄,긴장감 넘치는 흥미진진
불한당: 나쁜 놈들의 세상,"교도소에서 만난 재호와 현수. 둘은 출소 후 조직 내에서 권력을 잡으려고 의기투합한다. 하지만 이들이 몸담은 세계는 먹지 않으면 먹히는, 모두가 모두를 배신하는 잔혹한 곳. 교도소에서 쌓은 의리가 철창 밖에서도 지속될는지.",한국 영화 액션   어드벤처 액션   어드벤처 범죄,폭력
사냥의 시간,"경제 붕괴로 망가진 세상, 탈출을 꿈꾸는 친구들. 한탕을 노리던 그들이 잔혹한 사냥꾼의 표적이 된다. 사람답게 살고 싶었으나 사냥감이 되어버린 청춘들의 처절한 질주.",한국 영화 스릴러 영화 스릴러 범죄,폭력
베테랑,법보다 돈이 더 강한 세상. 정의감으로 똘똘 뭉친 베테랑 형사와 돈으로 죄를 덮으려는 안하무인 재벌 3세. 한 치의 양보도 없는 두 사람의 불꽃 튀는 대결이 지금 시작된다!,한국 영화 액션   어드벤처 코미디 액션 액션 스릴러 액션   어드벤처 범죄 코미디,흥미진진
부산행,"좀비 바이러스가 온 나라를 휩쓸면서, 단 하나 남은 안전한 도시로 가기 위해 딸과 함께 열차에 몸을 실은 남자. 살아남기 위한 극한의 사투가 시작된다.",한국 영화 액션   어드벤처 액션 스릴러 호러 영화,폭력 긴장감 넘치는 풍부한 감정 흥미진진
타짜,"이토록 화려하고, 이토록 슬픈 꽃놀이를 보았는가. 속절없이 당한 도박 사기에 칼을 갈고 타짜로 거듭난 청년 고니. 전국의 화투판을 돌면서 목숨 건 승부를 시작한다.",한국 영화 스릴러 영화 스릴러 범죄,폭력 긴장감 넘치는 풍부한 감정 흥미진진
리틀 포레스트,"바쁘게 돌아가는 도시 생활에 지쳐 고향에 내려온 혜원. 초등학교 친구들과 정겨운 시간을 보내며, 단조롭지만 사계절의 순리에 맞춰 살아가는 시골 생활에 금세 익숙해진다. 인생의 긴 겨울이 지나고 나면 따스한 봄날이 찾아오겠지?",한국 영화 드라마 장르 영화,기분 좋아지는 시간 가슴 뭉클
너의 결혼식,"첫눈에 반하면 뭐 해, 엇갈리고 또 엇갈리는데. 고등학교 시절 첫사랑 승희와 원치 않는 이별을 한 우연. 그런 그에게 승희를 다시 만날 수 있는 기회가 찾아온다. 우연은 그녀와의 완벽한 재회를 꿈꾸는데, 과연 그의 바람은 이루어질까?",한국 영화 로맨스 영화 인기 로맨스 코미디 로맨틱 코미디,가슴 뭉클 로맨스
블랙머니,"거침없이 막 나가는 검사 양민혁. 어느 날 피의자의 자살로 인생 최대 위기를 맞았다. 억울한 누명을 벗으려 내막을 파헤치던 그때, 눈앞에 드러난 건 다름 아닌 은행 매각 비리. 대한민국에서 실제 발생한 거대 금융 범죄를 영화화했다.",한국 영화 스릴러 영화 스릴러 범죄 미스터리 사회 이슈 드라마,논쟁적
남자가 사랑할 때,건달 태일은 사채를 쓴 호정에게 돈을 받으러 갔다가 첫눈에 반한다. 만나주면 빚을 탕감해 주겠다며 다가가고 새 출발을 꿈꾸지만 사랑도 아픔도 이제 시작일 뿐.,한국 영화 드라마 장르 영화 로맨스 영화 드라마 장르 영화 로맨스,감상적 풍부한 감정 로맨스
타짜-신의손,"타고난 타짜 대길은 서울에서 큰 판돈이 걸린 “화투”의 세계에 발을 들이지만, 배신을 당한 그는 조폭에게 빚을 지고 쫓기는 신세가 된다.",한국 영화 스릴러 영화 스릴러 범죄,긴장감 넘치는 흥미진진
감기,"평온한 교외 도시. 외부에서 침투한 최악의 바이러스가 순식간에 번진다. 모두가 집단 히스테리에 빠져드는 동안, 감염내과 전문의(수애)와 구조대원(장혁)이 소중한 이를 구하려 사투를 벌인다. 2013년작 스릴러.",한국 영화 스릴러 영화,긴장감 넘치는
신과함께-인과 연,"원귀가 귀인이라니. 이를 증명하기 위한 재판이 시작된 저승. 그 사이, 차사들은 막강한 성주신이 지키고 있는 한 노인을 저승에 데려와야 한다. 그러면서 드러나는 차사들의 과거. 이승과 저승을 넘나드는 오랜 비밀이 베일을 벗는다.",한국 영화 액션   어드벤처 어드벤처 SF   판타지 액션 SF 및 판타지 영화 판타지 영화,흥미진진
검사외전,"살인 누명을 쓰고 옥살이하는 다혈질 전직 검사. 반격을 위해 와신상담하며 기회를 노리던 중, 감옥 밖에서 작전을 대행해 줄 녀석을 만났다. 판 다 짰다, 움직여라 사기꾼아!",한국 영화 코미디 다크 코미디,색다른 이야기
내안의 그놈,"사고로 조폭 아재와 몸이 바뀐 남고생. 학교 빵 셔틀에서 갑자기 핵 주먹이 되어 돌아왔다. 아빠에겐 당신 아들이 아니라며 대들기까지! 게다가 음식점 아줌마를 미선이라 부르며 대뜸 키스를 퍼부으니, 주변인들이 안 자지러지고 배기겠어?",한국 영화 코미디,황당한 이야기
사도,"18세기 조선. 아버지의 따뜻한 정을 그리워하던 사도 세자, 아버지 영조의 명에 따라 뒤주에 갇힌 채 고독한 죽음을 기다린다. 정녕 나를 자식으로 생각할 순 없는 것이오?",영화 실화 바탕 시대물 한국 영화 드라마 장르 영화,다크 흥미진진
사바하,전국에서 일어나는 이단 사건을 파헤치는 목사. 그가 수상한 신흥종교를 포착한다. 지금껏 겪은 사이비 종교와는 확연히 다른 사슴 동산. 그 시작과 끝엔 무엇이 있을까.,한국 영화 스릴러 영화 미스터리 스릴러 초자연,등골 서늘 무서운 이야기 긴장감 넘치는
증인,살인범으로 몰린 가정부의 무죄를 입증해야 하는 로펌 변호사. 자폐증이 있는 여고생이 사건의 유일한 목격자라 쉽지 않다. 모든 걸 기억하지만 의사소통이 힘든 자폐아를 증인으로 세울 방법은 단 하나. 마음을 열고 다가가 신뢰를 얻는 것.,한국 영화 드라마 장르 영화 법정 영화 드라마 장르 드라마 장르 영화 범죄,감동 풍부한 감정
클래식,"엄마의 젊은 시절 편지와 일기장을 발견했다. 읽어갈수록 엄마의 옛사랑과 나의 지금 사랑이 닮았다고 느끼는 건 착각일까. 아련한 첫사랑의 기억 속으로, 함께 떠나볼까요?",한국 영화 드라마 장르 영화 로맨스 영화 드라마 장르 영화 로맨스 인기 로맨스,감상적 풍부한 감정 로맨스
특종: 량첸살인기,"무혁은 우연히 연쇄살인범에 관한 특종을 터뜨리고 인생역전을 바라본다. 곧 오보임을 깨닫지만 일은 한없이 커지고, 급기야 보도대로 살인 사건들이 일어나기 시작한다!",한국 영화 스릴러 영화 스릴러 범죄 코미디 다크 코미디,긴장감 넘치는
밀정,"조선인 출신 일본 경찰 이정출은 의열단 지도자를 색출하라는 특명을 받고, 이들은 서로 정체를 알면서도 가까워진다. 항일과 친일의 경계에 선 그들 중 밀정은 누구인가?",시대물 한국 영화 액션   어드벤처 액션 스릴러 액션   어드벤처 스파이,흥미진진
뷰티 인사이드,"자고 일어나면 외모가 바뀐다. 노인, 아이, 때론 여자로. 하지만 용기 내어 한 여자를 사랑한다. 오늘 좀 불편하게 생겼지? 내일은 어떤 얼굴일지 모르지만 계속 사랑해줄래?",한국 영화 드라마 장르 영화 로맨스 영화 드라마 장르 영화 로맨스,잔잔한 분위기 은밀한 감동 풍부한 감정 로맨스
프리즌,"조직의 두목 익호. 감방 생활 중이지만 뒷골목 사업은 성황리에 영업 중이다. 교도소 제왕으로 군림하며 애들을 시켜 바깥 세상을 주무르기 때문. 근데 이곳에 유능한 전직 경찰이 수감됐다. 깡다구도 있고 싸움도 잘하는, 꽤 쓸만한 놈이.",한국 영화 액션   어드벤처 액션   어드벤처 범죄,폭력
항거:유관순 이야기,"1919년 3.1 운동 이후, 만세운동을 주도한 죄로 17세 유관순이 투옥된다. 모진 고문과 핍박에도 신념을 굽히지 않은 그녀. 수인들과 함께 옥중에서 대한독립을 외치기 시작한다. 열사의 수감 후 1년을 깊은 감동으로 그린 작품.",영화 실화 바탕 시대물 한국 영화 드라마 장르 영화 사회 이슈 드라마 인디 영화,감동
형,전도유망한 유도 선수가 사고로 시력을 잃는다. 하루아침에 껌껌해진 세상. 그런데 그의 삶을 더 깜깜하게 만드는 사람이 나타났다! 생전 연락도 없던 사기꾼 형이 자신을 핑계로 가석방된 것. 속이 컴컴한 형과의 동거는 그렇게 시작됐다.,한국 영화 코미디,풍부한 감정
"힘을 내요, 미스터 리","칼국수 집에서 일하는 철수. 비주얼은 상남자인데, 하는 짓은 동네 바보 형이다. 어느 날 갑자기 나타나 철수를 아빠라고 부르는 샛별. 아니, 넌 누구냐? 그리고 난 누구? 딸의 등장으로 철수는 자신의 미스터리한 정체를 찾아 나선다.",한국 영화 코미디,가슴 뭉클
암살,때는 일제 치하의 1930년대. 대한민국 임시 정부의 밀명을 받고 친일파 암살 작전에 돌입한 세 사람. 이들은 미처 알지 못했다. 배신자가 아주 가까이에 있다는 것을.,시대물 한국 영화 액션   어드벤처 액션 스릴러,폭력 흥미진진
아가씨,"매혹적인 귀족 아가씨의 돈과 마음을 빼앗으려면? 그녀와 결혼할 가짜 백작과 이를 부추길 가짜 하녀. 그리고 아가씨를 뒤흔들 진짜 사랑이 필요하다. 배반과 거짓으로 얼룩진 이들의 잔혹한 이야기. 누가 속이고, 누가 속을 것인가.",시대물 영화 도서 원작 한국 영화 스릴러 영화,관능적 긴장감 넘치는
변산,"큰 꿈을 안고 상경했건만, 몇 년째 서울 종살이(?) 중인 무명 래퍼 학수. 어느 날 한 통의 전화를 받고 고향에 내려간다. 다신 가고 싶지 않았던 그곳에서, 지우려 했던 흑역사가 자꾸 소환되는데. 나 시방 서울 가야 쓰겄다!",한국 영화 드라마 장르 영화,가슴 뭉클 풍부한 감정
말모이,"한글이 금지된 1940년대 일제강점기. 까막눈 판수는 가방을 훔친 후 조선어학회 면접을 본다. 그런데 가방 주인이 이곳 대표일 줄이야. 다행히 면접에 합격한 판수. 일제의 철통 감시에도, 대표를 도와 사전을 편찬하는 데 힘을 보탠다.",한국 영화 드라마 장르 영화 사회 이슈 드라마,가슴 뭉클 감동 다크 풍부한 감정
졸업반,짝사랑하던 주희의 은밀한 비밀을 공유하며 친한 사이로 발전한 정우. 그러나 주희가 구설수에 오르면서 그가 지키고자 했던 이상과 환상은 산산조각이 나기 시작한다.,한국 영화,잔잔한 분위기 다크
간신,포악한 연산군의 마음을 얻기 위해 수천 명의 미녀가 징집된다. 그러나 한 간신이 바친 첩 후보가 모종의 음모를 꾸미고 있을지도 모른다.,시대물 한국 영화 드라마 장르 영화,잔잔한 분위기 다크
피끓는 청춘,"80년대 충청도를 뒤흔든 여자 일진, 순정남, 서울 깍쟁이 전학생, 싸움짱 청춘들의 불타는 농촌 로맨스.",한국 영화 로맨스 영화 코미디 로맨틱 코미디,기분 좋아지는 시간 푼수 캐릭터 로맨스
역린,끝없는 암살 위협에 시달리는 정조는 가장 신임하는 신하의 보호를 받는다. 하지만 이 충직한 신하는 비밀스러운 과거를 숨기고 있는데...,시대물 한국 영화 액션   어드벤처,기분 좋아지는 시간 푼수 캐릭터 로맨스
암수살인,"수감 중인 살인범이 형사에게 전화를 걸어온다. 추가 살인을 언급하더니, 영치금과 물품을 요구하며 조금씩 흘리는 정보. 거짓이 교묘하게 섞여 있지만, 형사의 촉은 속일 수 없다. 분명 단서가 있을 것이다.",한국 영화 스릴러 영화 스릴러 범죄,긴장감 넘치는
두번할까요,"성대한(?) 이혼식 이후 다시 싱글로 돌아온 선영과 현우. 이제 영원히 끝난 사이인 줄 알았는데, 칡넝쿨보다 질긴 것이 둘의 인연이었으니. 선영 앞에 현우의 친구 상철이 등장하면서, 세 남녀의 싱글라이프가 꼬일 대로 꼬이기 시작한다.",한국 영화 로맨스 영화 코미디 로맨틱 코미디,색다른 이야기 가슴 뭉클 로맨스
신과함께-죄와 벌,화재 현장에서 어린 소녀는 구했으나 자기 목숨은 지키지 못한 소방관. 그를 '귀인'이라 치켜세우는 차사들의 안내를 받아 저승에 도착한다. 일곱 개의 지옥에서 벌어지는 일곱 번의 재판. 그는 이 재판을 모두 통과해 환생할 수 있을까.,한국 영화 액션   어드벤처 어드벤처 SF   판타지 액션 SF 및 판타지 영화 판타지 영화,감동 흥미진진
기술자들,"해커, 금고털이범, 위조범이 다이아몬드를 훔칠 계획을 세우지만, 오히려 이들이 인질로 잡혀버리면서 계획이 틀어져 버린다.",한국 영화 액션   어드벤처 액션 스릴러 액션   어드벤처 범죄,긴장감 넘치는
후궁：제왕의 첩,"화연은 한 서민 남자를 사랑하지만, 왕의 첩이 되고, 궁 안의 음모와 뒤얽힌?남녀관계, 그리고?복수에 말려든다.",시대물 한국 영화 드라마 장르 영화 드라마 장르 영화 정치,관능적
아수라,부패한 시장의 뒷일을 처리하고 돈을 받는 강력계 형사 한도경. 그의 타락한 일상이 흔들리기 시작한다. 시장의 비리를 캐는 검사가 시장을 배신하라며 그를 협박하기 때문. 물지 않으면 물리는 상황에서 한도경은 어느 편에 설 것인가.,한국 영화 액션   어드벤처 액션   어드벤처 범죄,폭력
성난황소,"느낌 오지? 사람 잘못 건드린 거. 과거를 잊은 채 조용히 살아온 동철. 어느 날 아내가 납치되고, 한 통의 전화가 걸려온다. 돈을 줄 테니 대신 아내를 달라고 하는 납치범. 순간 동철은 분노하고, 잠들어있던 그의 맨주먹이 폭주한다.",한국 영화 액션   어드벤처 액션 스릴러 액션   어드벤처 범죄,흥미진진
너의시선이머무는곳에,"재벌가의 후계자 태주. 항상 태주 곁을 지키는 친구 겸 경호원 국. 15년을 함께한 두 사람이 열여덟 살이 된 어느 날, 우정도 의무감도 아닌 새로운 감정이 싹트기 시작했다. 너무 낯설어서 두렵고 너무 강렬해서 피할 수 없는 감정이.",LGBTQ 영화 청춘 영화 한국 영화 드라마 장르 영화 로맨스 영화 드라마 장르 영화 로맨스,은밀한 로맨스
가려진 시간,"그날, 친구들이 감쪽같이 동굴에서 사라졌다. 그곳을 유일하게 빠져나온 소녀 수린. 며칠 뒤, 실종됐던 친구 성민이 눈앞에 나타난다. 훌쩍 커버린 어른의 몸으로. 정말 내 친구 성민이라면, 그날 그 동굴에서 무슨 일이 있었던 거니.",한국 영화 SF   판타지 판타지 영화 드라마 장르 영화,현실 붕괴 풍부한 감정
아저씨,"아저씨, 깡패예요? 이름을 지우고 세상을 등진 전직 특수요원에게 유일하게 다가온 옆집 소녀. 그러나 마음을 열고 우정을 나눈 순간, 소녀가 무서운 세상 속으로 사라졌다!",한국 영화 액션   어드벤처 액션 스릴러 액션   어드벤처 범죄,폭력 다크
뺑반,"경찰 내사과 은시연. 비리 용의자 F1 레이서 재철을 향해 수사망을 좁히던 중 뺑소니 전담반, 일명 '뺑반'으로 좌천된다. 알고 보니 뺑반도 재철을 수사 중. 물불 안 가리는 스피드광, 네 놈을 잡으러 최강 팀플레이 뺑반이 간다!",한국 영화 액션   어드벤처 액션   어드벤처 범죄,긴장감 넘치는 흥미진진
국제시장,"한국 전쟁이 한창이던 시절, 피난길에 아버지와 헤어져 부산에 자리 잡은 덕수. 평생 동안 아버지와의 약속을 한시도 잊지 않는다. 아버지 대신 가족을 지키겠다는 그 약속을.",한국 영화 드라마 장르 영화,풍부한 감정
사라진 밤,"아내를 죽였다. 완전범죄로 끝났다고 믿은 순간, 모든 게 새로 시작됐다. 사체 보관실에서 그녀의 시체가 사라진 것. 그리고 도착한 아내의 문자. 형사는 남편을 의심하기 시작한다. 분명 죽였는데, 누구인가. 이 게임을 주도하는 이는.",한국 영화 스릴러 영화 스릴러 범죄,다크 긴장감 넘치는
해운대,"해운대를 찾은 지질학자의 쓰나미 경고를 무시하는 당국. 그러나 경고는 곧 현실이 되고, 생존을 위한 처절한 몸부림이 시작된다. 남은 시간 단 10분. 소중한 이들을 지켜라!",한국 영화 액션   어드벤처 액션 스릴러,다크 긴장감 넘치는
조작된 도시,"현실에선 백수지만 게임 세계에선 완벽한 리더, 권유. 어느 날 낯선 전화를 받고 살인범으로 몰린다. 완벽히 조작된 증거 앞에 속수무책인 상황. 하지만 게임 멤버들이 모여 짜릿한 반격에 나선다. 너희가 짜놓은 판, 우리가 뒤집는다!",한국 영화 액션   어드벤처 액션   어드벤처 범죄,아드레날린 폭발 긴장감 넘치는 흥미진진
관상,"칩거하던 조선 최고 관상가, 한 기생의 제안으로 한양에 간다. 뛰어난 관상술로 사헌부에 등용되고 입궐까지 하게 되니 대운일까? 하지만 때는 왕위를 둘러싼 권력 암투가 절정에 달한 시대. 거대한 시운에 휘말린 그의 운명이 위태롭다.",시대물 한국 영화 드라마 장르 영화,감동
전우치,"어지러운 세상, 도사를 소환하라! 조선의 히어로가 500년 잠에서 깨어났소이다. 망나니 도사 전우치와 요괴 잡는 세 신선이 현대 서울에서 펼치는 좌충우돌 도술 어드벤처.",영화 도서 원작 한국 영화 액션   어드벤처 코미디 액션 SF   판타지 액션 SF 및 판타지 영화 코미디,현실 붕괴 흥미진진
지금 만나러 갑니다,"아내가 세상을 떠났다. 비 오는 날 돌아오겠단 약속만 남긴 채. 약속을 믿기에 비가 오자마자 엄마를 마중하러 간 아들. 그런데 진짜로 그녀가 나타날 줄은. 아내와 똑같이 생겼지만, 아무것도 기억하지 못하는 그녀가 우리 삶에 들어왔다.",한국 영화 드라마 장르 영화 로맨스 영화 드라마 장르 영화 로맨스,가슴 뭉클 풍부한 감정 로맨스
검은 사제들?,"가장 어둡고 가장 위험한 곳으로 향하도다. 악령 들린 여고생을 구하려고 기다린 오늘, 교단의 이단아 신부, 과거와 맞서는 신학생의 목숨을 건 구마의식이 시작된다.",한국 영화 스릴러 영화 미스터리 스릴러 초자연,가슴 뭉클 풍부한 감정 로맨스
해적: 바다로 간 산적,새로운 왕조 건립을 앞두고 고래가 황제의 옥새를 삼킨다. 이에 해적들을 비롯한 이들이 상금을 노리고 옥새를 찾아 나서는데...,시대물 한국 영화 액션   어드벤처 어드벤처,아드레날린 폭발 흥미진진
명량,이순신 장군은 불리한 상황에서 왜국의 대규모 함대를 죽음의 덫으로 유인하여 나라를 지켜낸다.,영화 실화 바탕 시대물 한국 영화 액션   어드벤처 밀리터리 액션   어드벤처,흥미진진
설국열차,"2031년 빙하기, 열차에 올라 삶을 이어가는 생존자들. 그러나 객실에서 재현되는 계급 간 불평등에 춥고 배고픈 꼬리칸의 불만이 터진다. 한 칸 한 칸 전진하라, 해방을 위해!",한국 영화 액션   어드벤처 액션 스릴러 SF   판타지 액션 SF 및 판타지 영화 SF 스릴러,폭력 흥미진진
오늘의 연애,"미모의 기상캐스터 현우와 늘 차이기만 하는 교사 준수는 18년 지기 친구. 편하지만 묘하게 끌리고, 사귀는 건 아니지만 각별한 두 사람. 하지만 언제까지 썸만 탈 것인가?",한국 영화 로맨스 영화 코미디 로맨틱 코미디,로맨스
안시성,당나라의 침략으로 함락 위기에 빠진 고구려 안시성. 단 5천 명의 군사로 20만 대군과 싸워야 한다. 한 치도 물러설 수 없는 성주 양만춘에게 남은 건 오로지 전략과 전술뿐. 절대적 열세에 몰린 공성전에서 그의 승부수는 통할 것인가.,시대물 한국 영화 액션   어드벤처,흥미진진
키싱 부스,"첫 키스를 해버린 엘, 그것도 학교의 인기 넘버원하고! 하지만 그는 넘봐선 안 될 사람. 그와 사랑에 빠지면 평생의 단짝을 잃게 된다. 새가슴 엘의 선택은?",미국 영화 청춘 영화 영화 도서 원작 로맨스 영화 로맨스 엉뚱하고 기발 코미디 로맨틱 코미디,엉뚱 기발 로맨스
키싱 부스 2,"대학 입시 준비는 기본, 노아와의 장거리 연애에서 리와의 우정까지? 모든 걸 잘 해내고 싶은 엘. 그녀의 복잡한 일상에 매력 넘치는 남학생까지 등장하니, 하늘이 노랗다!",미국 영화 청춘 영화 영화 도서 원작 로맨스 영화 인기 로맨스 코미디 로맨틱 코미디,기분 좋아지는 시간 로맨스
내가 사랑했던 모든 남자들에게,"지금까지 다섯 명. 짝사랑만 고수해온 라라 진. 그런데 어느 날, 그들에게 쓴 비밀 러브레터가 발송됐다. 어떻게? 그건 중요하지 않다. 어제의 라라 진은 사라졌으니까.",미국 영화 청춘 영화 영화 도서 원작 로맨스 영화 인기 로맨스 코미디 로맨틱 코미디,기분 좋아지는 시간 은밀한 로맨스
너의 이름은.,"도쿄의 잘생긴 남자로 살아볼 순 없을까? 따분한 시골 생활에 질려 도시를 동경하는 여고생. 어느 날, 그 소원이 실제로 이루어진다. 도쿄의 남고생과 이따금 몸이 뒤바뀌는 것. 꿈결 같은 둘의 인연은 또 다른 운명을 부르기 시작한다.",학원물 애니 로맨틱  일본 애니 일본 애니메이션 드라마 장르 일본 애니메이션 SF   판타지 영화 일본 애니메이션 청춘 영화 일본 영화 SF   판타지 로맨스 영화 인기 로맨스,은밀한 풍부한 감정 로맨스
장난스런 키스,"3년간의 짝사랑. 호기롭게 고백에 나섰는데 대차게 차였다. 머리 나쁜 여자는 싫다고? 네가 IQ 200이면 다야? 운동도 잘하고 잘생기면 다냐고! 두고 봐, 지금은 너희 집에 얹혀사는 처지지만 너도 곧 나에게 매달리게 될 거야.",청춘 영화 대만 영화 중국 영화 로맨스 영화 코미디 로맨틱 코미디,풍부한 감정 로맨스
